Answer,Enumeration,Clue,Grid Number
ACROBAT,7,Appear holding mug and a tumbler,271
PETNAME,"3,4",Pressure smoker to take setter's sugarplum?,271
TRIPPED,7,Attempted to patrol very quietly and fell over,271
INCISOR,7,Chopper from Indiana accurately recorded over Oregon,271
NERITIC,7,"Last of merchantmen raised flag, I see, in shallow waters",271
IRONORE,"4,3","Mineral of iridium, one containing gold",271
AIRFARE,7,Cost of travelling by river over long distance,271
PATELLA,7,Pirouetting ballet apparently involves kneecap,271
CHARADES,8,"Cards he shuffled, pocketing ace, in party game",271
LITANIES,8,Dull speeches and stories bookending current tangent,271
LOWBUDGET,3-6,Warner Brothers plugs noisy score in this sort of film,271
DOUBTLESS,9,"Tenor splits repeats with soprano, of course",271
INCUMBENT,9,Reported money earned by corrupt office-holder,271
PRINCIPAL,9,Paramount royal ceding East India and China,271
HOTPOTATO,"3,6","Nobody wants this stew at bistro, ultimately",271
ITALICISED,10,Idealistic flourishes given emphasis,271
PERFORATED,10,"With a pro answer, reflecting detective did riddle",271
COMPATRIOT,10,Fellow citizen from school attending violent demonstration,271
SNUB,4,Cut bread rolls up,272
ABLE,4,Competent report of first murder victim,272
ORCA,4,Marine mammal regularly found in our ocean,272
ARID,4,Dry introductions to advanced research papers,272
LYON,4,French city that's south of Luxembourg's capital,272
EGGY,4,As omelette maybe verges on greasy,272
BONUS,5,Extra responsibility put on bishop,272
GHANA,5,Dictator's stockpile somewhere in West Africa,272
RONIN,5,Japanese warrior involved in squadron insurrection,272
OSAKA,5,Ordnance Survey having the other name for port city,272
ODDSON,4-2,"Rum found by child, probably",272
TROOPER,7,"Soldier's gunshot ricochets, clipping second-in-command",272
TRESPASS,8,Lorraine's very flirtatious act causes offence,272
LABRADOR,8,US workers controlling radical part of Canada,272
DEMERARA,8,Mead brewed with rare cane sugar,272
REAPPEAR,8,"After harvest, fruit's come bac",272
SHAMBOLIC,9,Bumbling fraud Chuck back in charge,272
INTHESOUP,"2,3,4",Isn't he represented by publisher that's struggling?,272
UNALLOYED,9,Pure uranium only mixed with lead,272
BALLADEER,9,Party animal hosting ace songster,272
IMPERSONAL,10,Businesslike group of scrimpers on allowance,272
DELEGATION,10,Representatives from Georgia stopping removal,272
INSATIABLE,10,Wanting more banalities broadcast,272
STEREOPSIS,10,Right eye ophthalmoscopy primarily probing relative's depth perception,272
ANCIENTHISTORY,"7,7",SA party that is beginning to notice this politician's no longer relevant,272
QUELLESURPRISE,"6,8",Suppress revolutionary plot against Force—what a shock for Robespierre!,272
MEND,4,Soldiers died—darn!,273
GIVE,4,Grand setter has to donate,273
SOAR,4,Fly with cycling propellers,273
TOPS,4,Excellent pickle on the counter,273
GNUS,4,African wildebeest whose return is celebrated,273
TREE,4,Number leaving helipad in plane?,273
SMIDGE,6,Small insect bit,273
TIDDLY,6,Neat drinks finally rendered pal somewhat drunk,273
RENOIR,6,French painter using a lot of red with his black,273
DAGGER,6,Knight in peril knocked out by tip of glaive weapon,273
OREGON,6,Gold I ultimately won somewhere in the American West,273
LEXEME,6,"Nautical term for ""shelter"" preserving unknown Middle English word",273
DOCUMENT,8,Record guys wearing two hairstyles,273
THIEVERY,8,Hit out at each crime,273
ROUNDERS,8,Sport velcro under shirt collars,273
STRAWMAN,"5,3",Ant swarm destroyed crop's protection,273
DELIVERY,8,Editor brought back uniform way of speaking,273
ONCEMORE,"4,4",Encore played second jams again,273
CHAMBERTIN,10,Room temperature popular for red wine,273
HEADSTRONG,10,"Directs sci-fi film Gravity, showing no restraint",273
CRYPTOGRAM,10,Call got inverted in buggy code,273
PIEDATERRE,4-1-5,Romantic outing in Pierre's summer home,273
AMBASSADOR,10,Diplomat with a business degree's upset soldier,273
LEGALEAGLE,"5,5",Member gets ale twice filled by good barman?,273
TOBEORNOTTOBE,"2,2,2,3,2,2",Start of soliloquy by Brontë repeatedly flubbed,273
IDEA,4,Fancy fish starter from antipasti,274
EWES,4,"Farm animals seen in woods, reportedly",274
WADER,5,Bird with a red back,274
UNITE,5,"Join school, principally teaching English",274
FLAWED,6,Law-breaking police officer is imperfect,274
SNIVEL,6,Whinge when Topman finally cuts retro jeans,274
CURBED,6,Checked with bishop to block crude manoeuvring,274
SUBDUE,6,Vehicle reversed owing to cow,274
OFFICE,6,Workplace murder occurring twice?,274
VISITOR,7,Six flatbreads served up for guest,274
HABITAT,7,Henry quite at home,274
BAILIFF,7,Court official very loudly supporting shoddy alibi,274
PLETHORA,8,Prayer inspires Norse god to provide abundance,274
APERITIF,8,"Double vermouth provided, nailing right alcoholic drink",274
LINGERED,8,Underwear setter's left on nightstand ultimately stayed there,274
ANATHEMA,8,"Country song about Alabama's leader, a pariah",274
SPEEDBOAT,5-4,Bob went and stole Tesla vehicle,274
ELLIPSOID,9,Some Palladio spilled on the counter in ball,274
CANTONESE,9,Might vowel features start to evoke Chinese language?,274
PERVERSION,10,Debauchery in each account,274
MITTERRAND,10,President of France needing hand with task,274
AVOW,4,Confess love in a Volkswagen,275
STEM,4,Support baseball team making a comeback,275
OKAY,4,Blessing Camelot's penultimate knight of the Round Table,275
AGAR,4,Food additive made of seaweed and top-grade fish,275
PAINT,5,Page is not artist's medium,275
SCAMP,5,Mischievous child to swindle Papa,275
DINGY,5,Run-down boat missing hull at bow,275
SIREN,5,One seductive gentleman went to disrobe,275
ASHES,5,Alpha female's competition,275
TITAN,5,"Atlas perhaps misspelt ""Gobi"" throughout Asia section, ultimately",275
CORPUS,6,My cat that has no tail—or body?,275
HUNKER,6,More muscular after pulling off one squat,275
BONSAI,6,A pretentious person twisted India's art of horticulture,275
TATTOO,6,Display of military needlework?,275
PATRICK,7,Father to take in godly Irishman,275
BUSHIDO,7,Vow to uphold US president's code of honour,275
ALTERED,7,Made different key E to add colour,275
ROSETTE,7,Floral arrangement placed among bistro settees,275
IMPOUNDS,8,Confiscates one million quid,275
SIPHONED,8,"Tapped Apple device, cracking memory card",275
INCREASE,8,Expand on charges during lawsuit,275
PRIORITY,8,Sex within religious building is main concern,275
WOLFSBANE,9,Drug cops sweep retreats to find poisonous plant,275
BIRTHDAYS,9,Lack surface to play billiards on for Spooner's annual parties,275
CHEAPSHOT,"5,4","Cryptic way of saying ""peach"" is jibe",275
ARGENTINA,9,Resistance framed by spy in a South American nation,275
RORSCHACH,9,Psychoanalyst recorded sound of rough sea shanty,275
RETRIEVER,9,Retired banker adopting Molly's dog,275
MOUNTEBANK,10,Fraudster in uniform splitting card game fund,275
ACCUSTOMED,10,"Used to Mike being in charge and directing, principally",275
UNICAMERAL,10,International body getting America to reform large sort of legislature,275
ABHORRENCE,10,Feeling disgust when Anchor beer's drunk,275
HOUR,4,Respect not given on time,276
EPIC,4,Molly's got shot—it's a long story!,276
SOME,4,A quantity in maths problem read out,276
TEAK,4,Tree in the park regularly overlooked,276
LEARN,5,Determine lorry's original make,276
DAUNT,5,"Intimidate gran's sister, not gran!",276
NOISE,5,Row in northern tributary of the Seine,276
EXACT,5,Bang on about cutting almost all taxes after revolution,276
ALECTO,6,"Fury as Labour ends corporate tax offshoring, initially",276
EULOGY,6,Stick around to admit love at end of melancholy funeral speech,276
ACETIC,6,Vinegary wines ultimately thrown out by Spartan,276
DEADEN,6,Starts to drink expensive Yemeni port to get numb,276
OVERCOAT,8,Put more paint on to cover a bust,276
MOUNTAIN,8,Perhaps Ben's horse isn't tailless,276
CEREBRAL,8,Intellectual's breakfast cereal containing bromine,276
IMPORTUNE,9,"From abroad, obtain one French badger",276
STIMULATE,9,Fire temperature breaks model,276
EXUBERANT,9,Cheerful former rideshare company worker,276
ANALOGOUS,9,Corresponding with an American about a trademark,276
MEDICATION,10,Drugs negotiation over cocaine,276
PRESIDENCY,10,Trump's latest official address in his office,276
PLEBISCITE,10,50% of people born near cities wasted vote,276
DISTRESSED,10,Upset Dee has locks?,276
TECHNICALITY,12,Quibble cattily with niche rambling,276
ONOMATOPOEIA,12,"In speaking on a matter, peer makes use of appropriate-sounding words",276
SHARPSHOOTER,12,"One virtuosic with piece's soprano, string instruments and horn",276
INDEPENDENCE,12,Jail in Nice ended criminal's freedom,276
TRAP,4,Bring up role in ambush,277
LATS,4,Has stamina while lacking core muscles,277
GEAR,4,Equipment of Royal Artillery for one uprising,277
SUMO,4,Wrestling partner suppressing sign of uncertainty,277
SABRE,5,Sword pierces a breastplate partially,277
KENDO,5,Aim to block finishing strike in martial art,277
USURP,5,Seize power from American Republican in Upper Peninsula,277
WEAPON,6,"Perhaps Dirk was victorious, capturing each pawn",277
DEPUTY,6,Second-in-command's responsibility to keep record,277
OBEYED,6,You died after chivalrous officer followed command,277
BOVVER,6,South African soldier arrests victors in gang violence,277
MANTEAU,7,Team mostly wearing football club's garment,277
AVENGER,7,"Superhero's broken Geneva regulations, principally",277
LEETIDE,"3,4",Correct swimmer lying about danger for small boats,277
TRIREME,7,Warship reportedly shot at Royal Electrical and Mechanical Engineers,277
AGNUSDEI,"5,3",Prayer reflected extract from Nibelungenlied sung antiphonally,277
SERGEANT,8,Police officer gets near criminal,277
DIVEBOMB,4-4,"""Delta Bravo"" screening: B-movie misrepresented attack from the air",277
ASSASSIN,8,Killer is a member of Led By Donkeys?,277
GARROTTED,9,Choked when fish has gone off,277
MARTYRDOM,9,Second dull streetcar redirected—good reason for being late?,277
TOPSECRET,3-6,Start of tank operations on East Mediterranean island almost classified,277
ROLLSOVER,"5,4",Surrenders in batch with half of sovereigns,277
MASTERMIND,10,Stream broadcast to watch quiz show,277
BLITZKRIEG,10,Offensive bilge about smuggling ketamine in Ritz crackers,277
MONDEGREEN,10,Misunderstanding about temperature measurement in Minnesota,277
MORATORIUM,10,Quiet parts for choral work cut short in suspension,277
MODE,4,Speaker's cut in fashion,278
AMID,4,Throughout the morning papers,278
CNUT,4,King's conduct regularly overlooked,278
INFO,4,Local rival reportedly supplies dope,278
SCALD,5,Burn Nordic poet delivered,278
PRONG,5,I skewer Republican in videogame,278
EXTRA,5,More time to cross Texas from south to north,278
BRUGES,6,Black wigs encapsulating East European city,278
RASCAL,6,Rogue lascar switching sides,278
ATTEND,6,Turn up to a car racing event on purpose,278
SPASMS,6,Jerks start to send old man text message,278
RESPECT,7,Byzantine sceptre's value,278
DRIVEIN,5-2,Verdi played at fashionable outdoor venue,278
SWANSEA,7,Welsh city seal primarily pale blue,278
MANATEE,7,"Swimmer from China swallowing an opiate, ultimately",278
LORELEI,7,Rock-themed enchantress wearing mithril ore leisurewear,278
AUTONOMY,8,Car has not reduced setter's freedom,278
FIREWALL,8,Collapse inspires anger with defence system,278
TARE,4,Sailor discovered net weight of vessel,279
BRAN,4,Bargain regularly excluded breakfast food,279
TREAD,5,Stride jazz's overwhelming energy,279
NAPES,5,"Italian city bar, hub for scallywag scruffs",279
TUDOR,5,Characters finishing walkabout you led to your house,279
ARENA,5,Venue of live action drama's finales,279
FIESTA,6,Celebration captured in selfie stash,279
ADJUST,6,"Tailor a dinner jacket you guys bought, finally",279
LAPTOP,6,PC left work to case apartment,279
RAIDER,6,One on horseback taking on a Viking?,279
PLACEBO,7,"Quietly spike first couple of bottles, delivering ineffective drug",279
INSIDER,7,Pick up pub drink for member of clique,279
AVARICE,7,Greed of a Republican involved in a crime,279
DRESSUP,"5,2",Wear fancy clothes with diamonds and new purses,279
ROEDEER,"3,4","""Cervid"" rook? Dictionary misspelling term, essentially",279
SHINGLES,8,Singular sort of English disease,279
STARWARS,"4,4",Movie set up second fresh shoot,279
CONARTIST,9,About to stop wagon with one small-time scammer,279
SCOTCHEGG,"6,3",Foil for one good pub snack,279
INTEGRATE,9,"Mix one reagent, wrongly limiting temperature",279
EXPRESSWAY,10,Former president with clout means to travel across America,279
COLLATERAL,10,Security protocol later alarming guards,279
STANDOFFISH,11,Cool seafood booth?,279
STRATEGISTS,11,Street-level soldiers cover for tireless military planners,279
HYPERINFLATION,14,"I riot, agitated with halfpenny's sudden loss of purchasing power",279
MANIFESTATIONS,14,Fellow knight avoiding plague's symptoms,279
RUSE,4,Resistance to employ scheme,280
LUCK,4,Chance of bottle missing cap,280
ZEUS,4,Bronze usually more than enough for Olympian,280
NETS,4,"After recession, ostentatiously displays profits",280
MENTOR,6,Guide crew to row at first,280
PRAISE,6,Reportedly begs for commendation,280
RIGHTO,6,OK if equipement gets awfully hot?,280
AMBUSH,6,Attack piercing British submarine from below,280
BROLLY,6,Protection from weather by harnessing wind,280
PROPUP,"4,2",Support for young boxer?,280
EMERGE,6,"After retreat, perhaps Royal Electrical and Mechanical Engineers break cover",280
UNSUNG,6,Little-known antelopes encountered by Greek character travelling north,280
VERTICAL,8,Standing against misrepresentation of article,280
ESTROGEN,8,Sort gene out to produce hormone,280
CHASTISE,8,Pursue cases: it's about discipline,280
MACARONI,8,"Master accent, beginning to imitate old-timey dandy",280
BLACKEYE,"5,3","Result of punching bravo and henchman at once, ultimately",280
ELECTRIC,8,Thrilling vote in Rhode Island ultimately catastrophic,280
SUPERMODEL,10,"Uniform hairstyle cuts, so key for fashion icon",280
TRANSIENCE,10,Fleeting quality of fresh nectarines,280
ATALLTIMES,"2,3,5",Latest mail getting lost constantly,280
LAWBREAKER,10,"Criminal brawl relocated, snitch left out",280
DEUSEXMACHINA,"4,2,7",Deranged maniac used hex in contrived plot point,280
WILHELMSCREAM,"7,6","With film, essentially, director's getting best sound effect",280
LORE,4,Behold concerning information,281
SIRE,4,Finances ultimately anger father,281
DIVE,4,Daiquiris primarily at setter's nightclub,281
ALIT,4,"Ace pilot did stuntwork, essentially, and touched down",281
BALTI,5,A lot of very cold curry,281
TIGON,5,"Cross it off notepad, initially",281
GECKO,5,Lizard from Greece regularly showing up on floor,281
IMAMS,5,Current Mother Superior's principal clerics,281
THORAX,6,Duty to store hard gold in chest,281
LUMBER,6,"Large, dark brown planks of wood",281
PLASMA,6,Covering for principal when at Massachusetts State,281
ENTREE,6,Restaurant course delivered on tray,281
GLAUCOMA,8,Eye disease a locum treated in Georgia,281
SIDEWAYS,8,Freshwater creature among rocks moving laterally,281
RAGNAROK,8,Apocalypse in scriptures brought about by kid,281
NORTHEAST,5-4,Heading via another winding street,281
ENGRAVING,9,Impression of England utterly mad,281
HOIPOLLOI,"3,6","Henry, hey, listen to Net survey's common folk!",281
PARAPLEGIC,10,"Soldier, shot, keeps limb immobile",281
TENDONITIS,10,Figure at party protest raised joint issue,281
APOLITICAL,10,Oil capital somehow unaffected by government,281
ARISTOTELIANISM,15,Bonkers semi-rationalist philosophy,281
TUNGSTENCARBIDE,"8,7",WC disturbance gent sorted out,281
